"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.MOS_ORG_1284-1180-0023","Answer.MOS_ORG_1919-142785-0014","Answer.MOS_ORG_2094-142345-0048","Answer.MOS_ORG_2277-149896-0032","Answer.MOS_ORG_2277-149896-0033","Answer.MOS_ORG_2300-131720-0012","Answer.MOS_ORG_2803-161169-0003","Answer.MOS_ORG_3081-166546-0077","Answer.MOS_ORG_3752-4944-0061","Answer.MOS_ORG_4970-29093-0018","Answer.MOS_ORG_61-70968-0031","Answer.MOS_ORG_652-130726-0021","Answer.MOS_ORG_7176-92135-0000","Answer.MOS_ORG_8555-284447-0004","Answer.MOS_ORG_8555-284447-0023","Answer.MOS_PT_Experience","Answer.MOS_PT_comments","Answer.MOS_PT_listening","Answer.MOS_PT_nativeLanguage","Answer.MOS_PT_otherLanguages","Answer.MOS_WAV_1284-1180-0023","Answer.MOS_WAV_1919-142785-0014","Answer.MOS_WAV_2094-142345-0048","Answer.MOS_WAV_2277-149896-0032","Answer.MOS_WAV_2277-149896-0033","Answer.MOS_WAV_2300-131720-0012","Answer.MOS_WAV_2803-161169-0003","Answer.MOS_WAV_3081-166546-0077","Answer.MOS_WAV_3752-4944-0061","Answer.MOS_WAV_4970-29093-0018","Answer.MOS_WAV_61-70968-0031","Answer.MOS_WAV_652-130726-0021","Answer.MOS_WAV_7176-92135-0000","Answer.MOS_WAV_8555-284447-0004","Answer.MOS_WAV_8555-284447-0023","Answer.MOS_WAV_CL_1284-1180-0023","Answer.MOS_WAV_CL_1919-142785-0014","Answer.MOS_WAV_CL_2094-142345-0048","Answer.MOS_WAV_CL_2277-149896-0032","Answer.MOS_WAV_CL_2277-149896-0033","Answer.MOS_WAV_CL_2300-131720-0012","Answer.MOS_WAV_CL_2803-161169-0003","Answer.MOS_WAV_CL_3081-166546-0077","Answer.MOS_WAV_CL_3752-4944-0061","Answer.MOS_WAV_CL_4970-29093-0018","Answer.MOS_WAV_CL_61-70968-0031","Answer.MOS_WAV_CL_652-130726-0021","Answer.MOS_WAV_CL_7176-92135-0000","Answer.MOS_WAV_CL_8555-284447-0004","Answer.MOS_WAV_CL_8555-284447-0023","Answer.MOS_WAV_CL_KM_1284-1180-0023","Answer.MOS_WAV_CL_KM_1919-142785-0014","Answer.MOS_WAV_CL_KM_2094-142345-0048","Answer.MOS_WAV_CL_KM_2277-149896-0032","Answer.MOS_WAV_CL_KM_2277-149896-0033","Answer.MOS_WAV_CL_KM_2300-131720-0012","Answer.MOS_WAV_CL_KM_2803-161169-0003","Answer.MOS_WAV_CL_KM_3081-166546-0077","Answer.MOS_WAV_CL_KM_3752-4944-0061","Answer.MOS_WAV_CL_KM_4970-29093-0018","Answer.MOS_WAV_CL_KM_61-70968-0031","Answer.MOS_WAV_CL_KM_652-130726-0021","Answer.MOS_WAV_CL_KM_7176-92135-0000","Answer.MOS_WAV_CL_KM_8555-284447-0004","Answer.MOS_WAV_CL_KM_8555-284447-0023","Approve","Reject"
"30F94FBDO1GQTZQMGPHOGSAL7B1TB1","3BENJTNX7GR7QS4YJKOQLRTHLGMS1N","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Sun Jun 01 13:07:18 PDT 2025","20","BatchId:5323562;OriginalHitTemplateId:928390828;","1800","86400","Sun Jun 08 13:07:18 PDT 2025","","","31EUONYN26ZRB5HEFRRRCEU08IKVO9","A4RHE81OAI54C","Approved","Sun Jun 01 13:38:22 PDT 2025","Sun Jun 01 13:58:23 PDT 2025","Mon Jun 02 13:58:23 PDT 2025","Sun Jun 01 14:18:50 PDT 2025","","","1201","100% (1/1)","100% (1/1)","100% (1/1)","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","-1","{}","2","{}","{}","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"30F94FBDO1GQTZQMGPHOGSAL7B1TB1","3BENJTNX7GR7QS4YJKOQLRTHLGMS1N","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Sun Jun 01 13:07:18 PDT 2025","20","BatchId:5323562;OriginalHitTemplateId:928390828;","1800","86400","Sun Jun 08 13:07:18 PDT 2025","","","3300DTYQTDDDU688ZEUL1F1ENOZQE6","AAV4DMX8UPWYT","Approved","Sun Jun 01 13:07:47 PDT 2025","Sun Jun 01 13:33:43 PDT 2025","Mon Jun 02 13:33:43 PDT 2025","Sun Jun 01 14:18:51 PDT 2025","","","1556","100% (1/1)","100% (1/1)","100% (1/1)","4","3","4","3","4","5","4","5","3","5","4","4","3","4","4","1","good","1","english","hindi","5","4","3","5","5","4","3","4","4","5","3","4","4","5","4","5","5","5","4","4","4","4","5","5","4","3","3","4","4","3","5","4","4","4","4","5","4","4","5","5","4","4","4","4","4"
"30F94FBDO1GQTZQMGPHOGSAL7B1TB1","3BENJTNX7GR7QS4YJKOQLRTHLGMS1N","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Sun Jun 01 13:07:18 PDT 2025","20","BatchId:5323562;OriginalHitTemplateId:928390828;","1800","86400","Sun Jun 08 13:07:18 PDT 2025","","","33LK57MYL41NIHEHN5X3HPHXTITSZ3","AS59SIV0342LA","Approved","Sun Jun 01 13:07:46 PDT 2025","Sun Jun 01 13:28:39 PDT 2025","Mon Jun 02 13:28:39 PDT 2025","Sun Jun 01 14:18:50 PDT 2025","","","1253","100% (1/1)","100% (1/1)","100% (1/1)","3","4","3","4","4","3","4","5","5","3","4","4","5","3","4","-1","GOOD","2","ENGLISH","FRENCH","3","3","3","3","4","5","5","4","4","5","3","3","3","3","5","3","4","3","3","5","3","4","4","4","4","5","4","4","4","5","3","4","4","4","3","4","5","3","4","3","4","4","3","4","5"
"30F94FBDO1GQTZQMGPHOGSAL7B1TB1","3BENJTNX7GR7QS4YJKOQLRTHLGMS1N","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Sun Jun 01 13:07:18 PDT 2025","20","BatchId:5323562;OriginalHitTemplateId:928390828;","1800","86400","Sun Jun 08 13:07:18 PDT 2025","","","37QW5D2ZRRI8YLDUEFXQ45KTU9N8SF","A1ILBAY3MM308L","Approved","Sun Jun 01 13:38:01 PDT 2025","Sun Jun 01 13:58:36 PDT 2025","Mon Jun 02 13:58:36 PDT 2025","Sun Jun 01 14:18:50 PDT 2025","","","1235","100% (1/1)","100% (1/1)","100% (1/1)","4","4","4","4","3","4","4","4","2","2","4","4","4","4","4","1","Suggested Comment 2 (More Personal and Respectful):""This was a great task, and I truly appreciated the chance to participate. If possible, a slightly higher reward or bonus would mean a lot, especially given the time and effort involved. Thank you!""","2","english","english","1","4","3","4","4","4","3","2","2","2","4","3","4","3","3","4","4","4","4","4","5","4","2","1","2","3","4","4","4","3","4","4","3","1","1","1","1","3","1","1","1","2","1","4","2"
"30F94FBDO1GQTZQMGPHOGSAL7B1TB1","3BENJTNX7GR7QS4YJKOQLRTHLGMS1N","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Sun Jun 01 13:07:18 PDT 2025","20","BatchId:5323562;OriginalHitTemplateId:928390828;","1800","86400","Sun Jun 08 13:07:18 PDT 2025","","","37U1UTWH96IWX6DHZQXLEVFX8748RR","A2Q4EEAE55GFM9","Approved","Sun Jun 01 13:07:46 PDT 2025","Sun Jun 01 13:16:59 PDT 2025","Mon Jun 02 13:16:59 PDT 2025","Sun Jun 01 14:18:49 PDT 2025","","","553","100% (1/1)","100% (1/1)","100% (1/1)","4","2","3","4","4","5","3","4","3","5","3","3","3","5","4","1","THANK YOU FOR THIS SURVEY","2","ENGLISH","SPANISH","3","2","5","5","5","4","3","4","4","3","4","4","5","3","4","4","4","3","3","3","5","4","3","3","4","4","3","3","5","4","5","5","5","2","4","4","3","3","3","4","4","4","3","4","4"
"30F94FBDO1GQTZQMGPHOGSAL7B1TB1","3BENJTNX7GR7QS4YJKOQLRTHLGMS1N","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Sun Jun 01 13:07:18 PDT 2025","20","BatchId:5323562;OriginalHitTemplateId:928390828;","1800","86400","Sun Jun 08 13:07:18 PDT 2025","","","3A1PQ49WVSD1XCFT40CCLHQJ7S01H3","A2NAKIXS3DVGAA","Approved","Sun Jun 01 13:07:45 PDT 2025","Sun Jun 01 13:20:13 PDT 2025","Mon Jun 02 13:20:13 PDT 2025","Sun Jun 01 14:18:50 PDT 2025","","","748","100% (1/1)","100% (1/1)","100% (1/1)","4","5","5","5","5","5","5","3","4","4","5","5","5","5","3","-1","You could improve this study by adding more questions.","2","English","None.","1","4","4","3","3","4","1","4","4","2","4","3","3","4","2","3","4","3","5","5","5","2","2","3","3","5","3","5","5","3","1","2","2","1","1","1","1","2","1","1","2","2","1","2","1"
"30F94FBDO1GQTZQMGPHOGSAL7B1TB1","3BENJTNX7GR7QS4YJKOQLRTHLGMS1N","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Sun Jun 01 13:07:18 PDT 2025","20","BatchId:5323562;OriginalHitTemplateId:928390828;","1800","86400","Sun Jun 08 13:07:18 PDT 2025","","","3CFJTT4SX4MF4T5FZYB6M3IBARHI7C","A4UM40RAQADTA","Approved","Sun Jun 01 13:38:32 PDT 2025","Sun Jun 01 14:05:22 PDT 2025","Mon Jun 02 14:05:22 PDT 2025","Sun Jun 01 14:18:51 PDT 2025","","","1610","100% (1/1)","100% (1/1)","100% (1/1)","4","4","4","4","4","4","3","3","2","3","3","4","5","4","3","1","I liked the task a lot! It was interesting and well-made. I'd be very happy if you could increase the reward a bit or offer a bonus — thanks so much!","2","english","english","3","4","4","3","5","4","4","2","2","3","3","4","4","4","3","3","4","5","4","4","5","5","3","2","3","4","3","4","4","4","1","4","3","1","1","1","1","3","1","2","3","2","1","2","3"
"30F94FBDO1GQTZQMGPHOGSAL7B1TB1","3BENJTNX7GR7QS4YJKOQLRTHLGMS1N","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Sun Jun 01 13:07:18 PDT 2025","20","BatchId:5323562;OriginalHitTemplateId:928390828;","1800","86400","Sun Jun 08 13:07:18 PDT 2025","","","3DPNQGW4LWB2SMSVVZ4AMO8WAYU64K","ALS4L8T9AXYGT","Approved","Sun Jun 01 13:07:47 PDT 2025","Sun Jun 01 13:24:11 PDT 2025","Mon Jun 02 13:24:11 PDT 2025","Sun Jun 01 14:18:50 PDT 2025","","","984","100% (1/1)","100% (1/1)","100% (1/1)","3","3","4","4","4","3","4","4","3","3","3","4","4","3","3","-1","GOOD","2","ENGLISH","SPANISH","3","4","3","3","3","4","5","4","4","4","4","5","4","4","3","5","3","5","3","3","3","4","4","3","3","3","3","4","4","5","3","3","3","4","4","4","3","3","3","3","4","4","4","4","4"
"30F94FBDO1GQTZQMGPHOGSAL7B1TB1","3BENJTNX7GR7QS4YJKOQLRTHLGMS1N","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Sun Jun 01 13:07:18 PDT 2025","20","BatchId:5323562;OriginalHitTemplateId:928390828;","1800","86400","Sun Jun 08 13:07:18 PDT 2025","","","3E13VNJ1NYR1T7QDAIUXLTRY75F1IW","A3QMJRHDR9YCL","Approved","Sun Jun 01 13:07:46 PDT 2025","Sun Jun 01 13:33:51 PDT 2025","Mon Jun 02 13:33:51 PDT 2025","Sun Jun 01 14:18:51 PDT 2025","","","1565","100% (1/1)","100% (1/1)","100% (1/1)","4","4","3","3","5","4","4","4","4","4","4","5","4","4","5","-1","good","2","english","spanish","4","4","4","4","3","4","4","5","5","4","3","4","4","4","5","4","5","4","4","4","4","5","3","5","3","4","3","5","4","5","4","5","3","3","4","4","3","4","3","4","3","5","4","3","4"
"30F94FBDO1GQTZQMGPHOGSAL7B1TB1","3BENJTNX7GR7QS4YJKOQLRTHLGMS1N","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Sun Jun 01 13:07:18 PDT 2025","20","BatchId:5323562;OriginalHitTemplateId:928390828;","1800","86400","Sun Jun 08 13:07:18 PDT 2025","","","3II4UPYCOU3820U83JJ1VXJTNCYQDD","ASQEDTWY178ZL","Approved","Sun Jun 01 13:07:45 PDT 2025","Sun Jun 01 13:33:13 PDT 2025","Mon Jun 02 13:33:13 PDT 2025","Sun Jun 01 14:18:51 PDT 2025","","","1528","100% (1/1)","100% (1/1)","100% (1/1)","5","4","5","4","5","5","4","1","3","3","3","4","5","4","4","-1","Thanks","2","English","English","3","4","5","3","4","4","3","2","4","2","3","3","4","4","3","3","5","5","4","4","4","4","2","3","1","3","3","5","4","3","1","4","4","1","2","1","1","3","1","1","2","1","1","3","2"
